"tgl_transaksi","nama_sales","harga_asli","customer","tipe_produk","nama","domisili","usia","name","start_date","end_date","budget"
"16/7/2021","Dena","Rp950,000.00","Ekyboo","Produk A","Ekyboo","Jawa Barat","17","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"16/7/2021","Dena","Rp950,000.00","Ekyboo","Produk A","Ekyboo","Jawa Barat","17","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"24/7/2021","Dena","Rp534,000.00","Ganizani","Produk F","Ganizani","Luar Indonesia","33","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"24/7/2021","Dena","Rp534,000.00","Ganizani","Produk F","Ganizani","Luar Indonesia","33","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"24/7/2021","Dena","Rp534,000.00","Ganizani","Produk F","Ganizani","Luar Indonesia","33","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"24/7/2021","Dena","Rp534,000.00","Ganizani","Produk F","Ganizani","Luar Indonesia","33","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"24/7/2021","Dena","Rp534,000.00","Ganizani","Produk F","Ganizani","Luar Indonesia","33","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"24/7/2021","Dena","Rp534,000.00","Ganizani","Produk F","Ganizani","Luar Indonesia","33","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"24/7/2021","Dena","Rp534,000.00","Ganizani","Produk F","Ganizani","Luar Indonesia","33","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"27/5/2021","Dena","Rp150,000.00","Moes","Produk D","Moes","Jakarta","37","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"27/5/2021","Dena","Rp150,000.00","Moes","Produk D","Moes","Jakarta","37","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"27/5/2021","Dena","Rp150,000.00","Moes","Produk D","Moes","Jakarta","37","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"27/5/2021","Dena","Rp150,000.00","Moes","Produk D","Moes","Jakarta","37","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"27/5/2021","Dena","Rp150,000.00","Moes","Produk D","Moes","Jakarta","37","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"27/5/2021","Dena","Rp150,000.00","Moes","Produk D","Moes","Jakarta","37","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"27/5/2021","Dena","Rp150,000.00","Moes","Produk D","Moes","Jakarta","37","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"18/1/2021","Dena","Rp172,000.00","Mudiwa","Produk B","Mudiwa","Bali","31","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"18/1/2021","Dena","Rp172,000.00","Mudiwa","Produk B","Mudiwa","Bali","31","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"18/1/2021","Dena","Rp172,000.00","Mudiwa","Produk B","Mudiwa","Bali","31","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"18/1/2021","Dena","Rp172,000.00","Mudiwa","Produk B","Mudiwa","Bali","31","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"18/1/2021","Dena","Rp172,000.00","Mudiwa","Produk B","Mudiwa","Bali","31","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"18/1/2021","Dena","Rp172,000.00","Mudiwa","Produk B","Mudiwa","Bali","31","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"18/1/2021","Dena","Rp172,000.00","Mudiwa","Produk B","Mudiwa","Bali","31","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"14/4/2021","Dena","Rp6,999,000.00","Kamau","Produk F","Kamau","Bali","27","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"14/4/2021","Dena","Rp6,999,000.00","Kamau","Produk F","Kamau","Bali","27","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"14/4/2021","Dena","Rp6,999,000.00","Kamau","Produk F","Kamau","Bali","27","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"14/4/2021","Dena","Rp6,999,000.00","Kamau","Produk F","Kamau","Bali","27","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"14/4/2021","Dena","Rp6,999,000.00","Kamau","Produk F","Kamau","Bali","27","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"14/4/2021","Dena","Rp6,999,000.00","Kamau","Produk F","Kamau","Bali","27","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"14/4/2021","Dena","Rp6,999,000.00","Kamau","Produk F","Kamau","Bali","27","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"16/7/2021","Dena","Rp1,250,000.00","Tepmuvapp","Produk C","Tepmuvapp","Jawa Barat","27","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"16/7/2021","Dena","Rp1,250,000.00","Tepmuvapp","Produk C","Tepmuvapp","Jawa Barat","27","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"16/7/2021","Dena","Rp1,250,000.00","Tepmuvapp","Produk C","Tepmuvapp","Jawa Barat","27","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"16/7/2021","Dena","Rp1,250,000.00","Tepmuvapp","Produk C","Tepmuvapp","Jawa Barat","27","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"16/7/2021","Dena","Rp1,250,000.00","Tepmuvapp","Produk C","Tepmuvapp","Jawa Barat","27","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"16/7/2021","Dena","Rp1,250,000.00","Tepmuvapp","Produk C","Tepmuvapp","Jawa Barat","27","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"16/7/2021","Dena","Rp1,250,000.00","Tepmuvapp","Produk C","Tepmuvapp","Jawa Barat","27","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"29/1/2021","Dena","Rp510,000.00","Doux","Produk A","Doux","Luar Indonesia","18","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"29/1/2021","Dena","Rp510,000.00","Doux","Produk A","Doux","Luar Indonesia","18","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"29/1/2021","Dena","Rp510,000.00","Doux","Produk A","Doux","Luar Indonesia","18","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"29/1/2021","Dena","Rp510,000.00","Doux","Produk A","Doux","Luar Indonesia","18","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"29/1/2021","Dena","Rp510,000.00","Doux","Produk A","Doux","Luar Indonesia","18","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"29/1/2021","Dena","Rp510,000.00","Doux","Produk A","Doux","Luar Indonesia","18","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"1/3/2021","Dena","Rp2,249,000.00","Ganizani","Produk D","Ganizani","Luar Indonesia","33","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"1/3/2021","Dena","Rp2,249,000.00","Ganizani","Produk D","Ganizani","Luar Indonesia","33","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"1/3/2021","Dena","Rp2,249,000.00","Ganizani","Produk D","Ganizani","Luar Indonesia","33","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"3/4/2021","Dena","Rp760,000.00","Chi","Produk B","Chi","Bali","32","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"3/4/2021","Dena","Rp760,000.00","Chi","Produk B","Chi","Bali","32","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"3/4/2021","Dena","Rp760,000.00","Chi","Produk B","Chi","Bali","32","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"3/4/2021","Dena","Rp760,000.00","Chi","Produk B","Chi","Bali","32","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"3/4/2021","Dena","Rp760,000.00","Chi","Produk B","Chi","Bali","32","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"3/4/2021","Dena","Rp760,000.00","Chi","Produk B","Chi","Bali","32","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"16/4/2021","Dena","Rp110,000.00","Axzab","Produk F","Axzab","Jakarta","24","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"16/4/2021","Dena","Rp110,000.00","Axzab","Produk F","Axzab","Jakarta","24","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"16/4/2021","Dena","Rp110,000.00","Axzab","Produk F","Axzab","Jakarta","24","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"16/4/2021","Dena","Rp110,000.00","Axzab","Produk F","Axzab","Jakarta","24","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"16/4/2021","Dena","Rp110,000.00","Axzab","Produk F","Axzab","Jakarta","24","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"16/4/2021","Dena","Rp110,000.00","Axzab","Produk F","Axzab","Jakarta","24","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"16/4/2021","Dena","Rp110,000.00","Axzab","Produk F","Axzab","Jakarta","24","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"21/6/2021","Dena","Rp813,125.00","Gaggada","Produk D","Gaggada","Jawa Barat","32","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"21/6/2021","Dena","Rp813,125.00","Gaggada","Produk D","Gaggada","Jawa Barat","32","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"21/6/2021","Dena","Rp813,125.00","Gaggada","Produk D","Gaggada","Jawa Barat","32","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"21/6/2021","Dena","Rp813,125.00","Gaggada","Produk D","Gaggada","Jawa Barat","32","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"21/6/2021","Dena","Rp813,125.00","Gaggada","Produk D","Gaggada","Jawa Barat","32","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"21/6/2021","Dena","Rp813,125.00","Gaggada","Produk D","Gaggada","Jawa Barat","32","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"21/6/2021","Dena","Rp813,125.00","Gaggada","Produk D","Gaggada","Jawa Barat","32","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"27/7/2021","Dena","Rp2,050,000.00","Cuphulien","Produk A","Cuphulien","Jawa Barat","42","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"27/7/2021","Dena","Rp2,050,000.00","Cuphulien","Produk A","Cuphulien","Jawa Barat","42","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"27/7/2021","Dena","Rp2,050,000.00","Cuphulien","Produk A","Cuphulien","Jawa Barat","42","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"27/7/2021","Dena","Rp2,050,000.00","Cuphulien","Produk A","Cuphulien","Jawa Barat","42","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"27/7/2021","Dena","Rp2,050,000.00","Cuphulien","Produk A","Cuphulien","Jawa Barat","42","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"27/7/2021","Dena","Rp2,050,000.00","Cuphulien","Produk A","Cuphulien","Jawa Barat","42","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"27/7/2021","Dena","Rp2,050,000.00","Cuphulien","Produk A","Cuphulien","Jawa Barat","42","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"2/6/2021","Dena","Rp696,962.00","Bzayan","Produk F","Bzayan","Jawa Barat","18","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"2/6/2021","Dena","Rp696,962.00","Bzayan","Produk F","Bzayan","Jawa Barat","18","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"2/6/2021","Dena","Rp696,962.00","Bzayan","Produk F","Bzayan","Jawa Barat","18","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"2/6/2021","Dena","Rp696,962.00","Bzayan","Produk F","Bzayan","Jawa Barat","18","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"2/6/2021","Dena","Rp696,962.00","Bzayan","Produk F","Bzayan","Jawa Barat","18","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"2/6/2021","Dena","Rp696,962.00","Bzayan","Produk F","Bzayan","Jawa Barat","18","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"2/6/2021","Dena","Rp696,962.00","Bzayan","Produk F","Bzayan","Jawa Barat","18","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"24/1/2021","Octroy","Rp103,000.00","Safluvis","Produk E","Safluvis","Jakarta","27","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"24/1/2021","Octroy","Rp103,000.00","Safluvis","Produk E","Safluvis","Jakarta","27","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"24/1/2021","Octroy","Rp103,000.00","Safluvis","Produk E","Safluvis","Jakarta","27","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"24/1/2021","Octroy","Rp103,000.00","Safluvis","Produk E","Safluvis","Jakarta","27","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"24/1/2021","Octroy","Rp103,000.00","Safluvis","Produk E","Safluvis","Jakarta","27","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"24/1/2021","Octroy","Rp103,000.00","Safluvis","Produk E","Safluvis","Jakarta","27","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"24/1/2021","Octroy","Rp103,000.00","Safluvis","Produk E","Safluvis","Jakarta","27","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"28/5/2021","Octroy","Rp104,000.00","Axzab","Produk F","Axzab","Jakarta","24","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"28/5/2021","Octroy","Rp104,000.00","Axzab","Produk F","Axzab","Jakarta","24","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"28/5/2021","Octroy","Rp104,000.00","Axzab","Produk F","Axzab","Jakarta","24","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"28/5/2021","Octroy","Rp104,000.00","Axzab","Produk F","Axzab","Jakarta","24","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"28/5/2021","Octroy","Rp104,000.00","Axzab","Produk F","Axzab","Jakarta","24","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"28/5/2021","Octroy","Rp104,000.00","Axzab","Produk F","Axzab","Jakarta","24","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"16/1/2021","Octroy",,"Bluaxia","Produk G","Bluaxia","Jawa Barat","11","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"16/1/2021","Octroy",,"Bluaxia","Produk G","Bluaxia","Jawa Barat","11","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"16/1/2021","Octroy",,"Bluaxia","Produk G","Bluaxia","Jawa Barat","11","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"16/1/2021","Octroy",,"Bluaxia","Produk G","Bluaxia","Jawa Barat","11","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"16/1/2021","Octroy",,"Bluaxia","Produk G","Bluaxia","Jawa Barat","11","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"16/1/2021","Octroy",,"Bluaxia","Produk G","Bluaxia","Jawa Barat","11","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"16/1/2021","Octroy",,"Bluaxia","Produk G","Bluaxia","Jawa Barat","11","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"20/7/2021","Octroy","Rp7,000,000.00","Dubaku","Produk D","Dubaku","Bali","28","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"20/7/2021","Octroy","Rp7,000,000.00","Dubaku","Produk D","Dubaku","Bali","28","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"20/7/2021","Octroy","Rp7,000,000.00","Dubaku","Produk D","Dubaku","Bali","28","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"20/7/2021","Octroy","Rp7,000,000.00","Dubaku","Produk D","Dubaku","Bali","28","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"20/7/2021","Octroy","Rp7,000,000.00","Dubaku","Produk D","Dubaku","Bali","28","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"20/7/2021","Octroy","Rp7,000,000.00","Dubaku","Produk D","Dubaku","Bali","28","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"20/7/2021","Octroy","Rp7,000,000.00","Dubaku","Produk D","Dubaku","Bali","28","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"27/5/2021","Octroy","Rp2,353,000.00","Ade","Produk B","Ade","Jawa Barat","42","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"27/5/2021","Octroy","Rp2,353,000.00","Ade","Produk B","Ade","Jawa Barat","42","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"27/5/2021","Octroy","Rp2,353,000.00","Ade","Produk B","Ade","Jawa Barat","42","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"27/5/2021","Octroy","Rp2,353,000.00","Ade","Produk B","Ade","Jawa Barat","42","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"27/5/2021","Octroy","Rp2,353,000.00","Ade","Produk B","Ade","Jawa Barat","42","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"27/5/2021","Octroy","Rp2,353,000.00","Ade","Produk B","Ade","Jawa Barat","42","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"27/5/2021","Octroy","Rp2,353,000.00","Ade","Produk B","Ade","Jawa Barat","42","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"3/6/2021","Octroy","Rp1,650,000.00","Abdoul","Produk G","Abdoul","Bali","12","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"3/6/2021","Octroy","Rp1,650,000.00","Abdoul","Produk G","Abdoul","Bali","12","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"3/6/2021","Octroy","Rp1,650,000.00","Abdoul","Produk G","Abdoul","Bali","12","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"3/6/2021","Octroy","Rp1,650,000.00","Abdoul","Produk G","Abdoul","Bali","12","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"3/6/2021","Octroy","Rp1,650,000.00","Abdoul","Produk G","Abdoul","Bali","12","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"3/6/2021","Octroy","Rp1,650,000.00","Abdoul","Produk G","Abdoul","Bali","12","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"25/7/2021","Octroy","Rp6,000,000.00","Saazteec","Produk C","Saazteec","Luar Indonesia","28","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"25/7/2021","Octroy","Rp6,000,000.00","Saazteec","Produk C","Saazteec","Luar Indonesia","28","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"25/7/2021","Octroy","Rp6,000,000.00","Saazteec","Produk C","Saazteec","Luar Indonesia","28","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"25/7/2021","Octroy","Rp6,000,000.00","Saazteec","Produk C","Saazteec","Luar Indonesia","28","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"25/7/2021","Octroy","Rp6,000,000.00","Saazteec","Produk C","Saazteec","Luar Indonesia","28","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"25/7/2021","Octroy","Rp6,000,000.00","Saazteec","Produk C","Saazteec","Luar Indonesia","28","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"25/7/2021","Octroy","Rp6,000,000.00","Saazteec","Produk C","Saazteec","Luar Indonesia","28","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"24/4/2021","Octroy","Rp4,150,000.00","Oozu","Produk A","Oozu","Jawa Barat","17","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"24/4/2021","Octroy","Rp4,150,000.00","Oozu","Produk A","Oozu","Jawa Barat","17","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"24/4/2021","Octroy","Rp4,150,000.00","Oozu","Produk A","Oozu","Jawa Barat","17","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"24/4/2021","Octroy","Rp4,150,000.00","Oozu","Produk A","Oozu","Jawa Barat","17","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"24/4/2021","Octroy","Rp4,150,000.00","Oozu","Produk A","Oozu","Jawa Barat","17","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"24/4/2021","Octroy","Rp4,150,000.00","Oozu","Produk A","Oozu","Jawa Barat","17","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"24/4/2021","Octroy","Rp4,150,000.00","Oozu","Produk A","Oozu","Jawa Barat","17","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"31/5/2021","Octroy","Rp380,000.00","Thokozani","Produk G","Thokozani","Luar Indonesia","36","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"31/5/2021","Octroy","Rp380,000.00","Thokozani","Produk G","Thokozani","Luar Indonesia","36","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"12/1/2021","Octroy","Rp1,650,000.00","Jeingzou","Produk B","Jeingzou","Jakarta","19","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"12/1/2021","Octroy","Rp1,650,000.00","Jeingzou","Produk B","Jeingzou","Jakarta","19","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"12/1/2021","Octroy","Rp1,650,000.00","Jeingzou","Produk B","Jeingzou","Jakarta","19","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"12/1/2021","Octroy","Rp1,650,000.00","Jeingzou","Produk B","Jeingzou","Jakarta","19","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"12/1/2021","Octroy","Rp1,650,000.00","Jeingzou","Produk B","Jeingzou","Jakarta","19","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"12/1/2021","Octroy","Rp1,650,000.00","Jeingzou","Produk B","Jeingzou","Jakarta","19","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"12/1/2021","Octroy","Rp1,650,000.00","Jeingzou","Produk B","Jeingzou","Jakarta","19","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"30/6/2021","Octroy","Rp4,200,000.00","Okafor","Produk G","Okafor","Jakarta","16","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"30/6/2021","Octroy","Rp4,200,000.00","Okafor","Produk G","Okafor","Jakarta","16","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"30/6/2021","Octroy","Rp4,200,000.00","Okafor","Produk G","Okafor","Jakarta","16","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"30/6/2021","Octroy","Rp4,200,000.00","Okafor","Produk G","Okafor","Jakarta","16","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"30/6/2021","Octroy","Rp4,200,000.00","Okafor","Produk G","Okafor","Jakarta","16","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"2/4/2021","Octroy","Rp103,000.00","Jeingzou","Produk D","Jeingzou","Jakarta","19","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"2/4/2021","Octroy","Rp103,000.00","Jeingzou","Produk D","Jeingzou","Jakarta","19","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"2/4/2021","Octroy","Rp103,000.00","Jeingzou","Produk D","Jeingzou","Jakarta","19","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"2/4/2021","Octroy","Rp103,000.00","Jeingzou","Produk D","Jeingzou","Jakarta","19","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"2/4/2021","Octroy","Rp103,000.00","Jeingzou","Produk D","Jeingzou","Jakarta","19","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"2/4/2021","Octroy","Rp103,000.00","Jeingzou","Produk D","Jeingzou","Jakarta","19","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"2/4/2021","Octroy","Rp103,000.00","Jeingzou","Produk D","Jeingzou","Jakarta","19","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"21/4/2021","Octroy","Rp3,000,000.00","Kunju","Produk D","Kunju","Bali","14","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"21/4/2021","Octroy","Rp3,000,000.00","Kunju","Produk D","Kunju","Bali","14","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"21/4/2021","Octroy","Rp3,000,000.00","Kunju","Produk D","Kunju","Bali","14","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"21/4/2021","Octroy","Rp3,000,000.00","Kunju","Produk D","Kunju","Bali","14","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"21/4/2021","Octroy","Rp3,000,000.00","Kunju","Produk D","Kunju","Bali","14","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"21/4/2021","Octroy","Rp3,000,000.00","Kunju","Produk D","Kunju","Bali","14","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"21/4/2021","Octroy","Rp3,000,000.00","Kunju","Produk D","Kunju","Bali","14","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"18/5/2021","Octroy","Rp663,000.00","Safluvis","Produk E","Safluvis","Jakarta","27","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"18/5/2021","Octroy","Rp663,000.00","Safluvis","Produk E","Safluvis","Jakarta","27","Campaign 2","1/2/2021","28/2/2021","Rp14,000,000.00"
"18/5/2021","Octroy","Rp663,000.00","Safluvis","Produk E","Safluvis","Jakarta","27","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"18/5/2021","Octroy","Rp663,000.00","Safluvis","Produk E","Safluvis","Jakarta","27","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"18/5/2021","Octroy","Rp663,000.00","Safluvis","Produk E","Safluvis","Jakarta","27","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
"18/5/2021","Octroy","Rp663,000.00","Safluvis","Produk E","Safluvis","Jakarta","27","Campaign 6","1/6/2021","30/6/2021","Rp30,000,000.00"
"18/5/2021","Octroy","Rp663,000.00","Safluvis","Produk E","Safluvis","Jakarta","27","Campaign 7","1/7/2021","31/7/2021","Rp37,000,000.00"
"3/4/2021","Octroy","Rp5,000,000.00","Kunju","Produk E","Kunju","Bali","14","Campaign 1","1/1/2021","31/1/2021","Rp10,000,000.00"
"3/4/2021","Octroy","Rp5,000,000.00","Kunju","Produk E","Kunju","Bali","14","Campaign 3","1/3/2021","31/3/2021","Rp23,000,000.00"
"3/4/2021","Octroy","Rp5,000,000.00","Kunju","Produk E","Kunju","Bali","14","Campaign 4","1/4/2021","30/4/2021","Rp35,000,000.00"
"3/4/2021","Octroy","Rp5,000,000.00","Kunju","Produk E","Kunju","Bali","14","Campaign 5","1/5/2021","31/5/2021","Rp36,000,000.00"
